Name0,Desc1,Desc2,Name1,HEX,R,G,B,Hue,Sat,Lum
brown,orange,Bright orange,FrenchApricot,#E67E30,230,126,48,26,78.4,54.5
brown,orange,Dark moderate orange,"French beige,Café au lait",#A67B5B,166,123,91,26,29.6,50.4
orange,medium light orange,Soft orange,RichApricot,#FAB57F,250,181,127,26,92.5,73.9
orange,orange,Bright orange,Princeton orange,#F58025,245,128,37,26,91.2,55.3
orange,light orange,Pale orange,Deep peach,#FFCBA4,255,203,164,26,100.0,82.2
brown,orange,Soft orange,Persian orange,#D99058,217,144,88,26,62.9,59.8
grey,medium dark orange,Very dark desaturated orange,Mud,#70543e,112,84,62,26,28.7,34.1
brown,orange,Slightly desaturated orange,Light taupe,#B38B6D,179,139,109,26,31.5,56.5
brown,orange,Mostly desaturated dark orange,Faded Sen no Rikyu's tea (Rikyūshiracha),#b0927a,176,146,122,26,25.5,58.4
orange,orange,Vivid orange,Metallic orange,#da680f,218,104,15,26,87.1,45.7
brown,medium dark orange,Mostly desaturated dark orange,The color of an undried wall (Namakabe-iro),#785e49,120,94,73,26,24.4,37.8
brown,orange,Mostly desaturated dark orange,Pastel brown,#836953,131,105,83,27,22.4,42.0
grey,medium dark orange,Very dark grayish orange,Dull blue (Aonibi),#4f4944,79,73,68,27,7.5,28.8
brown,orange,Dark moderate orange,Dark gold,#aa6c39,170,108,57,27,49.8,44.5
brown,orange,Strong orange,Alloy orange,#c46210,196,98,16,27,84.9,41.6
grey,medium dark orange,Very dark grayish orange,Contemplation in a tea garden (Rokōcha),#665343,102,83,67,27,20.7,33.1
orange,orange,Pure (or mostly pure) orange,Philippine orange,#ff7300,255,115,0,27,100.0,50.0
black,dark orange,Very dark desaturated orange,Simmered seaweed (Mirucha),#4c3d30,76,61,48,27,22.6,24.3
brown,orange,Mostly desaturated dark orange,Liver chestnut,#987456,152,116,86,27,27.7,46.7
brown,orange,Mostly desaturated dark orange,Sen no Rikyu's tea (Rikyūcha),#826b58,130,107,88,27,19.3,42.7
brown,orange,Dark moderate orange,Metallic bronze,#a97142,169,113,66,27,43.8,46.1
brown,very light  orange,Very pale orange,Lumber,#ffe4cd,255,228,205,27,100.0,90.2
orange,light yellow,Very light orange,MacaroniandCheese,#FFBD88,255,189,136,27,100.0,76.7
black,dark orange,Very dark grayish orange,"Taupe,Dark lava,Dark taupe",#483C32,72,60,50,27,18.0,23.9
brown,orange,Soft orange,Jasper orange,#de8f4e,222,143,78,27,68.6,58.8
brown,medium dark orange,Dark orange [Brown tone],PeruTan,#7F3A02,127,58,2,27,96.9,25.3
brown,light orange,Very soft orange,Eggshell paper-colored (Torinoko-iro),#e2be9f,226,190,159,27,53.6,75.5
brown,orange,Moderate orange,Deer,#ba8759,186,135,89,28,41.3,53.9
brown,orange,Bright orange,Cadmium orange,#ED872D,237,135,45,28,84.2,55.3
brown,light orange,Very soft orange,Light apricot,#FDD5B1,253,213,177,28,95.0,84.3
brown,dark orange,Very dark orange [Brown tone],Earthtone,#5d3a1a,93,58,26,28,56.3,23.3
brown,medium dark orange,Dark orange [Brown tone],HawaiianTan,#9D5616,157,86,22,28,75.4,35.1
grey,orange,Dark grayish orange,MediumTaupeGrey,#88786A,136,120,106,28,12.4,47.5
orange,orange,Pure (or mostly pure) orange,SoundCloud,#FF7700,255,119,0,28,100.0,50.0
brown,orange,Strong orange,Light brown,#B5651D,181,101,29,28,72.4,41.2
brown,orange,Strong orange,Dirty brown,#b5651e,181,101,30,28,71.6,41.4
brown,light red-orange,Pale orange,MacaroniandCheese,#FFB79B,255,185,123,28,100.0,80.4
brown,medium dark orange,Very dark orange [Brown tone],Brown-nose,#6B4423,107,68,35,28,50.7,27.8
orange,orange,Pure (or mostly pure) orange,Safety orange,#FF7800,255,120,0,28,100.0,50.0
grey,medium dark orange,Very dark grayish orange,Italian leather,#635a52,99,90,82,28,9.4,35.5
brown,very light orange,Pale orange,Peachpuff,#FFDAB9,255,218,185,28,100.0,86.3
orange,orange,Vivid orange,MediumOrange,#FF7802,255,120,2,28,100.0,50.4
brown,medium light orange,Soft orange,Sandybrown,#F4A460,244,164,96,28,87.1,66.7
brown,dark orange,Very dark orange [Brown tone],Philippine bronze,#6e3a07,110,58,7,29,88.0,22.9
brown,medium dark orange,Dark moderate orange,Japanese iris and sooty bamboo (Higosusutake),#7f5d3b,127,93,59,29,36.6,36.5
brown,orange,Dark moderate orange,Dirt,#9b7653,155,118,83,29,30.3,46.7
orange,orange,Pure (or mostly pure) orange,Heat Wave,#FF7A00,255,122,0,29,100.0,50.0
orange,medium light orange,Soft orange,Rajah,#FBAB60,251,171,96,29,95.1,68.0
brown,orange,Bright orange,Tiger's Eye,#e08d3c,224,141,60,29,72.6,55.7
brown,orange,Bright orange,British Standard BS381 568 - Apricot,#E18731,225,135,49,29,74.6,53.7
brown,orange,Moderate orange,Copper,#B87333,184,115,51,29,56.6,46.1
brown,orange,Strong orange,Chinese yellow tea-colored (Kigaracha),#b7702d,183,112,45,29,60.5,44.7
brown,orange,Strong orange,Liver (dogs),#B86D29,184,109,41,29,63.6,44.1
brown,orange,Dark moderate orange,Resene Dark Buff O57-078-063,#976638,151,102,56,29,45.9,40.6
brown,medium light  orange,Moderate orange,Brown Yellow,#cc9966,204,153,102,29,50.0,60.0
orange,orange,Pure (or mostly pure) orange,Amber (SAE,#FF7E00,255,126,0,30,100.0,50.0
brown,orange,Strong orange,Bronze,#CD7F32,205,127,50,30,60.8,50.0
orange,medium light  brown,Vivid orange,Deep saffron,#FF9933,255,153,51,30,100.0,60.0
grey,dark brown,Very dark desaturated orange,Cola,#3c3024,60,48,36,30,25.0,18.8
brown,medium dark brown,Dark orange [Brown tone],Windsor tan,#A75502,167,85,2,30,97.6,33.1
brown,medium light orange,Soft orange,Middle yellow red,#ECB176,236,177,118,30,75.6,69.4
grey,medium dark brown,Very dark grayish orange,Walnut Brown,#5C5248,92,82,72,30,12.2,32.2
grey,medium light brown,Dark grayish orange,PerfectTaupe,#A99F95,169,159,149,30,10.4,62.4
black,very dark brown,Very dark (mostly black) orange [Brown tone],Smoky black,#100C08,16,12,8,30,33.3,4.7
grey,very light  brown,Light grayish orange,Linen,#FAF0E6,250,240,230,30,66.7,94.1
grey,very light orange,Light grayish orange,Isabelline,#F4F0EC,244,240,236,30,26.7,94.1
orange,brown,Pure (or mostly pure) orange,CorporateOrange,#FF8100,255,129,0,30,100.0,50.0
brown,medium dark brown,Very dark orange [Brown tone],Sepia,#704214,112,66,20,30,69.7,25.9
brown,dark  brown,Very dark orange [Brown tone],DarkBrown,#663300,102,51,0,30,100.0,20.0
black,very dark brown,Very dark (mostly black) orange [Brown tone],Black chestnut oak (Kurotsurubami),#252321,37,35,33,30,5.7,13.7
brown,medium light brown,Soft orange,Light yellow (Asagi),#f7bb7d,247,187,125,30,88.4,72.9
brown,light brown,Very soft orange,Manila,#e7c9a9,231,201,169,30,56.4,78.4
brown,very light brown,Pale orange,Very pale orange,#ffdfbf,255,223,191,30,100.0,87.5
brown,medium light brown,Slightly desaturated orange,White oak (Shirotsurubami),#ce9f6f,206,159,111,30,49.2,62.2
orange,orange,Pure (or mostly pure) orange,Orange (color wheel),#FF7F00,255,127,0,30,100.0,50.0
brown,brown,Strong orange,Ochre,#CC7722,204,119,34,30,71.4,46.7
orange,brown,Pure (or mostly pure) orange,University Of Tennessee Orange,#f77f00,247,127,0,30,100.0,48.4
brown,light brown,Pale orange,Taubmans Orange Sorbet,#FFD9B2,255,217,178,30,100.0,84.9
brown,very light brown,Light grayish orange,Almond,#EFDECD,239,222,205,30,51.5,87.1
brown,brown,Strong orange,Chinese bronze,#cd8032,205,128,50,30,60.8,50.0
brown,light brown,Very soft orange,Light orange,#FED8B1,254,216,177,30,97.5,84.5
brown,medium dark brown,Dark orange [Brown tone],MediumBrown,#804000,128,64,0,30,100.0,25.1
brown,medium dark brown,Dark orange [Brown tone],Brown (traditional),#964B00,150,75,0,30,100.0,29.4
brown,orange,Moderate orange,Peru,#CD853F,205,133,63,30,58.7,52.5
brown,dark orange,Very dark desaturated orange,Café noir,#4B3621,75,54,33,30,38.9,21.2
brown,medium dark brown,Strong orange,Asda Orange,#c86500,200,101,0,30,100.0,39.2
brown,medium light  brown,Soft orange,Mellow apricot,#F8B878,248,184,120,30,90.1,72.2
brown,very light orange,Very soft orange,Sandy Tan,#FDD9B5,253,217,181,30,94.7,85.1
brown,medium dark brown,Very dark orange [Brown tone],"Dark brown,Otter brown",#654321,101,67,33,30,50.7,26.3
brown,medium light orange,Soft orange,Fawn,#E5AA70,229,170,112,30,69.2,66.9
brown,light brown,Very light orange,Peach-orange,#FFCC99,255,204,153,30,100.0,80.0
grey,very light brown,Very pale orange,Little Greene Rusling,#FFF0E0,255,240,224,31,100.0,93.9
brown,brown,Vivid orange,Beer,#f28e1c,242,142,28,31,89.2,52.9
brown,medium light brown,Light orange,Neon Carrot,#FFA343,255,163,67,31,100.0,63.1
brown,brown,Moderate orange,Golden oak (Kitsurubami),#bb8141,187,129,65,31,48.4,49.4
brown,dark brown,Dark orange [Brown tone],Chocolate (traditional),#7B3F00,123,63,0,31,100.0,24.1
brown,light brown,Very soft orange,Douban Light Yellow,#f7c58e,247,197,142,31,86.8,76.3
brown,very light brown,Very pale orange,Flesh,#ffe9d1,255,233,209,31,100.0,91.0
orange,brown,Pure (or mostly pure) orange,American orange,#ff8b00,255,139,0,32,100.0,50.0
brown,brown,Dark moderate orange,Durian,#b07939,176,121,57,32,51.1,45.7
brown,medium light brown,Grayish orange,Dark vanilla,#d1bea8,209,190,168,32,30.8,73.9
brown,medium dark brown,Dark moderate orange,Coyote brown,#81613C,129,97,60,32,36.5,37.1
brown,brown,Strong orange,Mulberry-dyed (Kuwazome),#c57f2e,197,127,46,32,62.1,47.6
brown,brown,Strong orange,Asda Orange (1968),#ca7309,202,115,9,32,91.5,41.4
